Start Time,End Time,Sentence,Translation,Emotion_fine,Emotion_core,Intensity,sentence_length,Language,predicted_emotion,emotion_final,Sentence_corrected
00:18:03.710000,00:18:05.710000,bys mnie przytulil i wzial w ramiona.,that you would hug me and take me in your arms.,longing,sadness,moderate,7,informal,happiness,sadness,bys mnie przytulil i wziął w ramiona.
00:18:06.710000,00:18:07.710000,"Na pewno dla niej niemilo, tak?","Surely unpleasant for her, right?",discomfort,disgust,mild,6,informal,disgust,disgust,"Na pewno dla niej niemilo, tak?"
00:18:07.710000,00:18:09.710000,"No, bo dostalem piosenki list i w ogole blablabla,","No, because I got a list of songs and all that blah blah blah,",dismissiveness,neutral,mild,9,informal,neutral,neutral,"No, bo dostalem piosenki list i w ogóle blablabla,"
00:18:09.710000,00:18:11.710000,ale ja bym sie bal takiej osoby.,but I would be afraid of such a person.,apprehension,fear,moderate,7,informal,fear,fear,ale ja bym się bal takiej osoby.
00:18:13.710000,00:18:14.710000,"Fajnie jest wiedziec,","It's nice to know,",contentment,happiness,mild,3,informal,happiness,happiness,"Fajnie jest wiedziec,"
00:18:14.710000,00:18:16.710000,"ze sa jakies tam osoby,","that there are some people there,",uncertainty,neutral,neutral,5,informal,surprise,neutral,"że są jakieś tam osoby,"
00:18:16.710000,00:18:18.710000,ktore pomimo wszystko podobam,which despite everything I like,affection,happiness,mild,4,informal,anger,happiness,które pomimo wszystko podobam się
00:18:18.710000,00:18:21.710000,i moze jakos przyciagam swoim wygladem.,and maybe I somehow attract with my appearance.,insecurity,fear,mild,6,informal,neutral,fear,i może jakos przyciagam swoim wygladem.
00:18:21.710000,00:18:23.710000,"Chociaz wolalbym swoim charakterem przyciagac,","Although I would prefer to attract with my character,",yearning,sadness,mild,5,informal,neutral,sadness,"Chociaz wolalbym swoim charakterem przyciagac,"
00:18:23.710000,00:18:25.710000,niz czego wygladem.,than by appearance.,indifference,neutral,neutral,3,informal,neutral,neutral,niz czego wygladem.
00:18:25.710000,00:18:27.710000,Ale kojarze z domu takie pismo.,But I recognize such handwriting from home.,reminiscence,neutral,mild,6,informal,neutral,neutral,Ale kojarze z domu takie pismo.
00:18:27.710000,00:18:29.710000,Faceta.,Facet.,neutrality,neutral,neutral,1,informal,neutral,neutral,Faceta.
00:18:31.710000,00:18:33.710000,"Mi sie wydaje, ze faceta.","It seems to me, a guy.",uncertainty,neutral,mild,5,informal,neutral,neutral,"Mi się wydaje, że faceta."
00:18:33.710000,00:18:35.710000,Gdzies na jakichs zapiskach,Somewhere in some notes,uncertainty,neutral,mild,4,informal,neutral,neutral,Gdzies na jakichs zapiskach
00:18:35.710000,00:18:37.710000,"czy w numerach telefonow,","in phone numbers,",curiosity,neutral,mild,4,informal,neutral,neutral,"czy w numerach telefonow,"
00:18:37.710000,00:18:38.710000,cos gdzies to kojarze.,I recognize this from somewhere.,recollection,neutral,mild,4,informal,neutral,neutral,cos gdzies to kojarze.
00:18:38.710000,00:18:40.710000,"Chyba, kurwa, zrobie sledztwo.","Damn, I guess I'll do an investigation.",determination,anger,moderate,4,informal,neutral,anger,"Chyba, kurwa, zrobie sledztwo."
00:18:40.710000,00:18:42.710000,"Teraz sobie o tym pomyslam,","Now I thought about it,",reflection,neutral,mild,5,informal,neutral,neutral,"Teraz sobie o tym pomyslam,"
00:18:42.710000,00:18:44.710000,ze to chyba numery telefonow,that these are probably phone numbers,uncertainty,neutral,mild,5,informal,neutral,neutral,że to chyba numery telefonow
00:18:44.710000,00:18:46.710000,i chyba mu zapierdole ten lisciek,and I think I'll fucking take that little letter from him,hostility,anger,moderate,6,informal,anger,anger,i chyba mu zapierdole ten lisciek
00:18:46.710000,00:18:48.710000,i pojde jej porownam.,and I will go compare her.,determination,neutral,neutral,4,informal,neutral,neutral,i pojde jej porownam.
00:18:48.710000,00:18:50.710000,"Styl, teksty,","Style, lyrics,",curiosity,neutral,neutral,2,informal,neutral,neutral,"Styl, teksty,"
00:18:50.710000,00:18:52.710000,"ktore sa tam w tym liscie,","which are there in that letter,",curiosity,neutral,mild,6,informal,neutral,neutral,"które są tam w tym liscie,"
00:18:52.710000,00:18:54.710000,musza po prostu dobrze dopasowac do kogos.,they just have to fit someone well.,acceptance,neutral,neutral,7,informal,neutral,neutral,musza po prostu dobrze dopasowac do kogos.
00:18:54.710000,00:18:56.710000,Smietana by tego nie odjebal.,Śmietana wouldn't have screwed this up.,disapproval,anger,moderate,5,informal,anger,anger,Smietana by tego nie odjebal.
00:18:56.710000,00:18:58.710000,"On by nie byl tak kreatywny,","He wouldn't be so creative,",doubt,sadness,mild,6,informal,neutral,sadness,"On by nie byl tak kreatywny,"
00:18:58.710000,00:19:00.710000,"zeby pisac o jakiejs mokrej muszelce,","to write about some wet seashell,",curiosity,neutral,neutral,6,informal,sadness,disgust,"żeby pisac o jakiejs mokrej muszelce,"
00:19:00.710000,00:19:02.710000,"ktora marzy o jego szabli,","who dreams of his saber,",longing,happiness,mild,5,informal,surprise,disgust,"ktora marzy o jego szabli,"
00:19:02.710000,00:19:04.710000,ktora bedzie wkladal intensywnie,which he will put in intensely,determination,neutral,moderate,4,informal,neutral,neutral,ktora bedzie wkladal intensywnie
00:19:04.710000,00:19:06.710000,"i w ogole nie, nie.","and not at all, no.",rejection,disgust,mild,5,informal,neutral,disgust,"i w ogóle nie, nie."
00:19:06.710000,00:19:08.710000,To troche mi do smietany nie pasuje.,It doesn't quite go with the sour cream for me.,doubt,disgust,mild,7,informal,disgust,disgust,To troche mi do smietany nie pasuje.
00:19:08.710000,00:19:10.710000,Ale taki trybson?,But such a trybson?,confusion,surprise,mild,3,informal,surprise,surprise,Ale taki Trybson?
00:19:10.710000,00:19:13.710000,"On akurat w takich kwestiach jest wlasnie kreatywny,","He is actually creative in such matters,",appreciation,happiness,mild,8,informal,neutral,happiness,"On akurat w takich kwestiach jest właśnie kreatywny,"
00:19:13.710000,00:19:15.710000,wiec byc moze on to zrobil.,so maybe he did it.,suspicion,surprise,mild,6,informal,neutral,surprise,wiec byc może on to zrobił.
00:19:19.710000,00:19:21.710000,Lacza sie!,They are connecting!,anticipation,surprise,moderate,2,informal,surprise,happiness,Lacza się!
00:19:21.710000,00:19:23.710000,Wybuchnalem i to bylo tylko i wylacznie,I exploded and it was only and exclusively,outburst,anger,intense,7,informal,surprise,anger,Wybuchnalem i to było tylko i wylacznie
00:19:23.710000,00:19:25.710000,w mojej obronie.,in my defense.,defensiveness,fear,mild,3,informal,anger,fear,w mojej obronie.
00:19:25.710000,00:19:27.710000,"On nie szanuje w ogole ludzi, wiec...","He doesn't respect people at all, so...",contempt,disgust,moderate,7,informal,disgust,disgust,"On nie szanuję w ogóle ludzi, wiec..."
00:19:27.710000,00:19:29.710000,"Dowiedzialam sie o tym, ze trybson robi mi kolo dupy.",I found out that Trybson is going behind my back.,betrayal,anger,moderate,10,informal,surprise,anger,"Dowiedzialam się o tym, że Trybson robi mi kolo dupy."
00:19:31.710000,00:19:33.710000,"Ej, kurwa, studenciki pojebalo was?","Hey, fuck, students, are you out of your minds?",contempt,anger,intense,5,informal,anger,anger,"Ej, kurwa, studenciki pojebało was?"
00:19:33.710000,00:19:35.710000,"Nie wiem, jak mozna pomienic",I don't know how one can change,confusion,sadness,mild,5,informal,surprise,sadness,"nie wiem, jak można pomienic"
00:19:35.710000,00:19:37.710000,kibel z bidetem.,toilet with a bidet.,indifference,neutral,neutral,3,informal,neutral,neutral,kibel z bidetem.
00:19:37.710000,00:19:39.710000,Trzeba to byc oproznione i wyczyscione.,It needs to be emptied and cleaned.,demand,neutral,neutral,6,informal,neutral,neutral,Trzeba to byc oproznione i wyczyscione.
00:19:39.710000,00:19:41.710000,"Chlopacy nalewali sobie wody, mu nalewali wodke.","The guys were pouring themselves water, but they were pouring him vodka.",injustice,anger,moderate,7,informal,disgust,anger,"Chlopacy nalewali sobie wody, mu nalewali wodke."
00:19:41.710000,00:19:43.710000,"No nie wiem, o czym ty myslisz.","Well, I don't know what you're thinking about.",uncertainty,fear,mild,7,informal,surprise,fear,"No nie wiem, o czym ty myslisz."
00:19:43.710000,00:19:45.710000,Ja mi chodzilo o cos takiego.,I meant something like that.,clarification,neutral,neutral,6,informal,neutral,neutral,Ja mi chodziło o cos takiego.
00:19:45.710000,00:19:47.710000,Lacza sie!,They are connecting!,anticipation,surprise,moderate,2,informal,surprise,happiness,Lacza się!
1900-01-01 00:00:00,1900-01-01 00:00:02,WHAT'S UP SHOW!,WHAT'S UP SHOW!,excitement,happiness,moderate,3,informal,surprise,happiness,WHAT'S UP SHOW!
1900-01-01 00:00:13.400000,1900-01-01 00:00:15,"Pekla flaszka, wypilismy.","The bottle broke open, we drank it.",contentment,happiness,mild,3,informal,disgust,happiness,"Pekla flaszka, wypilismy."
1900-01-01 00:00:15,1900-01-01 00:00:18.500000,"U mnie to zadzialala nam ta wodka, napilam sie.","For me, that vodka worked for us, I drank some.",contentment,happiness,mild,9,informal,neutral,happiness,"U mnie to zadzialala nam tą wodka, napilam się."
1900-01-01 00:00:18.500000,1900-01-01 00:00:21,"A to, ze my tu browary wyjebalismy.",And the fact that we smashed the beers here.,defiance,anger,moderate,7,informal,anger,anger,"A to, że my tu browary wyjebalismy."
1900-01-01 00:00:21,1900-01-01 00:00:22.500000,Uuuu.,Uuuu.,discomfort,disgust,mild,1,informal,surprise,disgust,Uuuu.
1900-01-01 00:00:22.500000,1900-01-01 00:00:24,"Eee, jestem trzezwa.","Umm, I'm sober.",relief,happiness,mild,3,informal,neutral,happiness,"Eee, jestem trzezwa."
1900-01-01 00:00:24,1900-01-01 00:00:26,Chlopaki sie nawalili.,The guys got drunk.,amusement,happiness,mild,3,informal,disgust,happiness,Chlopaki się nawalili.
1900-01-01 00:00:26,1900-01-01 00:00:27.500000,Gdzie jest Ewelina?,Where is Ewelina?,curiosity,neutral,mild,3,informal,neutral,neutral,Gdzie jest Eweliną?
1900-01-01 00:00:27.500000,1900-01-01 00:00:29,W muzykalni.,In the music room.,neutrality,neutral,neutral,2,informal,disgust,neutral,W muzykalni.
1900-01-01 00:00:29,1900-01-01 00:00:30.500000,Spi tam sama?,Is she sleeping there alone?,concern,fear,mild,3,informal,surprise,surprise,Spi tam sama?
1900-01-01 00:00:30.500000,1900-01-01 00:00:31.500000,Nie sama.,Not alone.,reassurance,happiness,mild,2,informal,sadness,happiness,nie sama.
1900-01-01 00:00:31.500000,1900-01-01 00:00:33,A z kim?,And with whom?,curiosity,neutral,mild,3,informal,neutral,neutral,A z kim?
1900-01-01 00:00:33,1900-01-01 00:00:35,"A, przyszedl taki...","And, he came like that...",curiosity,surprise,mild,3,informal,neutral,surprise,"A, przyszedl taki..."
1900-01-01 00:00:35,1900-01-01 00:00:37.500000,"Nie, nie wierze w to. Naprawde spi tam sama?","No, I don't believe it. Does she really sleep there alone?",incredulity,surprise,moderate,9,informal,surprise,surprise,"nie, nie wierze w to. naprawdę spi tam sama?"
1900-01-01 00:00:37.500000,1900-01-01 00:00:38.500000,Ze smietany.,From cream.,neutrality,neutral,neutral,2,informal,neutral,neutral,że smietany.
1900-01-01 00:00:38.500000,1900-01-01 00:00:39.500000,Ja ide do Elizy.,I'm going to Eliza.,determination,neutral,neutral,4,informal,happiness,neutral,Ja ide do Elizy.
1900-01-01 00:00:39.500000,1900-01-01 00:00:41.500000,Ze smietana spi.,He sleeps with cream.,contentment,happiness,mild,3,informal,neutral,happiness,że smietana spi.
1900-01-01 00:00:41.500000,1900-01-01 00:00:43,Przeciez ty jestes jej chlopakiem.,But you are her boyfriend.,accusation,anger,mild,5,informal,neutral,anger,Przeciez ty jesteś jej chlopakiem.
1900-01-01 00:00:43,1900-01-01 00:00:47,Cos tam nawinelam wlasnie do trybszona na temat Eweliny.,I just said something to Trybszon about Ewelina.,disclosure,neutral,neutral,9,informal,neutral,neutral,Cos tam nawinelam właśnie do trybszona na temat Eweliny.
1900-01-01 00:00:47,1900-01-01 00:00:49,"Chyba ty, Koro.","Maybe you, Koro.",sarcasm,neutral,mild,3,informal,neutral,neutral,"Chyba ty, Koro."
1900-01-01 00:00:49,1900-01-01 00:00:50.500000,Ja moge byc jej chlopakiem?,Can I be her boyfriend?,hope,happiness,mild,5,informal,neutral,neutral,Ja moge byc jej chlopakiem?
1900-01-01 00:00:50.500000,1900-01-01 00:00:51,Co?,What?,confusion,surprise,mild,1,informal,surprise,surprise,Co?
1900-01-01 00:00:51,1900-01-01 00:00:52.500000,Ja moge byc jej chlopakiem?,Can I be her boyfriend?,hope,happiness,mild,5,informal,neutral,neutral,Ja moge byc jej chlopakiem?
1900-01-01 00:00:52.500000,1900-01-01 00:00:54,No to byc.,"Well, let it be.",resignation,neutral,mild,3,informal,neutral,neutral,No to byc.
1900-01-01 00:00:54,1900-01-01 00:00:55,Ale...,Ale...,hesitation,neutral,mild,1,informal,neutral,neutral,Ale...
1900-01-01 00:00:55,1900-01-01 00:00:57,No to idz obzyknij tyle.,So go screw that much.,contempt,disgust,moderate,5,informal,anger,disgust,No to idz obzyknij tyle.
1900-01-01 00:00:57,1900-01-01 00:01:00,"Cos tam powiedziala, ze a moze bys jej sie obzykneli czy cos takiego.","She said something like, maybe you two should hook up or something like that.",awkwardness,surprise,mild,13,informal,neutral,surprise,"Cos tam powiedziala, że a może bys jej się obzykneli czy cos takiego."
1900-01-01 00:01:00,1900-01-01 00:01:02,Nie pamietam juz dokladnie tych slow.,I don't remember those words exactly anymore.,forgetfulness,sadness,mild,6,informal,neutral,sadness,nie pamietam już dokladnie tych slow.
1900-01-01 00:01:02,1900-01-01 00:01:05,Ja ci nie kazalam jej obzyknac. Czemu sie znowu spinasz?,I didn't tell you to screw her. Why are you getting tense again?,defensiveness,anger,moderate,10,informal,anger,anger,Ja ci nie kazalam jej obzyknac. Czemu się znowu spinasz?
1900-01-01 00:01:05,1900-01-01 00:01:07,"No bo wiem, ze...",Because I know that...,hesitation,neutral,mild,4,informal,neutral,neutral,"No bo wiem, że..."
1900-01-01 00:01:07,1900-01-01 00:01:09,"Przeciez sa kurwa zarty, stary.","These are fucking jokes, man.",amusement,happiness,moderate,5,informal,disgust,anger,"Przeciez są kurwa zarty, stary."
1900-01-01 00:01:09,1900-01-01 00:01:11,"Ja bym jej nie tchnal kijem przez szmate, rozumiesz?","I wouldn't touch her with a stick through a rag, you understand?",contempt,disgust,intense,9,informal,disgust,disgust,"Ja bym jej nie tchnal kijem przez szmatę, rozumiesz?"
1900-01-01 00:01:11,1900-01-01 00:01:12,Co?,What?,confusion,surprise,mild,1,informal,surprise,surprise,Co?
1900-01-01 00:01:12,1900-01-01 00:01:13,Nie tchnalby mnie.,He wouldn't touch me.,rejection,sadness,mild,3,informal,fear,sadness,nie tchnalby mnie.
1900-01-01 00:01:13,1900-01-01 00:01:16,"Aaa, nie mowisz sie tak, kurwa. Wez troche czasami.","Aaa, you don't talk like that, fuck. Take it easy sometimes.",irritation,anger,moderate,9,informal,anger,anger,"Aaa, nie mowisz się tak, kurwa. Wez troche czasami."
1900-01-01 00:01:16,1900-01-01 00:01:17,No to na chuj tak mowisz.,So why the fuck are you saying that then.,irritation,anger,moderate,6,informal,anger,anger,No to na chuj tak mowisz.
1900-01-01 00:01:17,1900-01-01 00:01:19,"No bo to sa zarty, no stary.","Because these are jokes, man.",playfulness,happiness,mild,7,informal,neutral,happiness,"No bo to są zarty, no stary."
1900-01-01 00:01:19,1900-01-01 00:01:20,No ale to ja nie kupuje takich zartow.,But I don't buy such jokes.,disapproval,disgust,mild,8,informal,disgust,disgust,No ale to ja nie kupuje takich zartow.
1900-01-01 00:01:20,1900-01-01 00:01:22,"Ale spinasz sie, stary, bez przesady.","But you're getting worked up, man, don't exaggerate.",irritation,anger,mild,6,informal,disgust,anger,"Ale spinasz się, stary, bez przesady."
1900-01-01 00:01:22,1900-01-01 00:01:24,"No zartujemy, ja pierdole.","We're just joking, fuck me.",exasperation,anger,moderate,4,informal,anger,anger,"No zartujemy, ja pierdolę."
1900-01-01 00:01:24,1900-01-01 00:01:25,"Kurwa, no.","Fuck, no.",frustration,anger,moderate,2,informal,anger,anger,"kurwa, no."
1900-01-01 00:01:25,1900-01-01 00:01:26,To nie zarty to jest.,"This is not a joke, it is.",seriousness,neutral,moderate,5,informal,disgust,neutral,To nie zarty to jest.
1900-01-01 00:01:26,1900-01-01 00:01:30,"Wybuchnalem i to bylo tylko i wylacznie w mojej obronie,","I exploded and it was solely in my own defense,",defensiveness,anger,moderate,10,informal,anger,anger,"Wybuchnalem i to było tylko i wylacznie w mojej obronie,"
1900-01-01 00:01:30,1900-01-01 00:01:33,zeby ona sie zamknela i zakonczyla temat.,so that she would shut up and end the topic.,irritation,anger,moderate,7,informal,anger,anger,żeby ona się zamknela i zakonczyla temat.
1900-01-01 00:01:33,1900-01-01 00:01:37,"Powiedzialem, ze cos w stylu, ze nie jest w moim typie","I said something like, that she's not my type",indifference,neutral,mild,11,informal,neutral,neutral,"powiedziałem, że cos w stylu, że nie jest w moim typie"
